family,complex_id,level,grid_points,closure_status,exact_semantics,residual_l2,output_l2,minimum_source_necessity,maximum_source_necessity,all_sources_necessary
elastic_dubler,parity_localized_pdfi_response_operator,B,9,satisfied,False,0.0,22.10463147458789,4.546184582815695,4.546184582815695,True
elastic_dubler,elasticity_scaled_spectral_operator_flow,B,9,satisfied,False,0.0,1.9969734611467822,0.13862489824980812,0.13862489824980812,True
elastic_dubler,observable_entropy_redistribution_channel,B,9,satisfied,False,0.0,1.2209678366639978,0.31269833212471776,0.3844219646606842,True
elastic_dubler,temporal_directed_elastic_transport,B,9,open,False,1.5076237717850973,2.736582372567016,0.19364916731037085,1.2066494345643617,True
elastic_dubler,information_calibrated_quantum_spectral_response,B,9,satisfied,False,9.354905487120434e-16,8.258783309961258,1.243210112360933,2.533391281163745,True
elastic_dubler,elasticity_weighted_spatial_heterogeneity,B,9,satisfied,False,0.0,2.9365131403526914,1.0089571660509333,1.0089571660509333,True
elastic_dubler,parity_elastic_spectral_spatial_closure,C,9,numerical_candidate,False,0.0,4.679610208291017,0.03821508896462865,0.03821508896462865,True
elastic_dubler,observable_conserved_directed_transport_closure,C,9,open,False,0.2029954766543896,1.8970135544515425,0.07370370370370372,0.1326666666666667,True
elastic_dubler,spatially_calibrated_quantum_information_closure,C,9,open,False,0.27353707402141586,3.3091296155028913,0.3725695652786547,0.3725695652786547,True
elastic_dubler,parity_localized_pdfi_response_operator,B,17,satisfied,False,0.0,33.21827182650712,5.616201158229671,5.616201158229671,True
elastic_dubler,elasticity_scaled_spectral_operator_flow,B,17,satisfied,False,0.0,2.0709040385803927,0.13014292243787204,0.13014292243787204,True
elastic_dubler,observable_entropy_redistribution_channel,B,17,satisfied,False,0.0,1.2182608261124255,0.31195887405288864,0.38382071218258407,True
elastic_dubler,temporal_directed_elastic_transport,B,17,open,False,2.0694202191260214,4.22048891612346,0.25248762345905196,1.6577956614003158,True
elastic_dubler,information_calibrated_quantum_spectral_response,B,17,satisfied,False,6.280369834735101e-16,14.525535058168964,1.6207634514965763,3.464332801039375,True
elastic_dubler,elasticity_weighted_spatial_heterogeneity,B,17,satisfied,False,0.0,3.8357612851018423,1.2456768114272994,1.2456768114272994,True
elastic_dubler,parity_elastic_spectral_spatial_closure,C,17,numerical_candidate,False,0.0,5.770097471476167,0.05630046817098189,0.05630046817098189,True
elastic_dubler,observable_conserved_directed_transport_closure,C,17,open,False,0.20084008976742126,2.3221637683665994,0.05350050552272051,0.18019226601922578,True
elastic_dubler,spatially_calibrated_quantum_information_closure,C,17,open,False,0.27353707402141586,4.362129684700728,0.4851106999099265,0.4851106999099265,True
elastic_dubler,parity_localized_pdfi_response_operator,B,33,satisfied,False,0.0,63.73599982359261,7.877435860112723,7.877435860112723,True
elastic_dubler,elasticity_scaled_spectral_operator_flow,B,33,satisfied,False,0.0,2.938070575880503,0.18166345967411396,0.18166345967411396,True
elastic_dubler,observable_entropy_redistribution_channel,B,33,satisfied,False,0.0,1.2167845178843282,0.3115555332864364,0.3834929599372012,True
elastic_dubler,temporal_directed_elastic_transport,B,33,open,False,2.8815483114234706,6.993888320759545,0.3418698582794336,2.3095278923790823,True
elastic_dubler,information_calibrated_quantum_spectral_response,B,33,satisfied,False,1.831026719408895e-15,27.048120798879147,2.194393264822746,4.814528094977222,True
elastic_dubler,elasticity_weighted_spatial_heterogeneity,B,33,satisfied,False,0.0,5.781348369877891,1.7469962292185421,1.7469962292185421,True
elastic_dubler,parity_elastic_spectral_spatial_closure,C,33,numerical_candidate,False,0.0,8.048938335218482,0.08557479959954681,0.08557479959954681,True
elastic_dubler,observable_conserved_directed_transport_closure,C,33,open,False,0.2002227108259837,3.060537599114129,0.038349835115088576,0.25197486428112936,True
elastic_dubler,spatially_calibrated_quantum_information_closure,C,33,open,False,0.27353707402141586,5.9699090844169085,0.6563655186113153,0.6563655186113153,True
locality_driven_gravity,rotation_pitch_coupling_invariant,B,9,satisfied,False,5.003707553108401e-17,3.0471745828628385,0.35751070341433183,0.35751070341433183,True
locality_driven_gravity,screened_halo_response,B,9,satisfied,False,0.0,6.061757081678911,1.9487215670819011,1.9487215670819011,True
locality_driven_gravity,confined_filament_persistence,B,9,satisfied,False,0.0,12.774755843912137,3.391686415015317,3.391686415015317,True
