x,y,z,result
-34.51257864787722,7.592632544968495,-54.64546854874077,1.2055452451461304
88.56478154793041,54.13705846910031,-97.2271097523333,0.8435700819711704
36.87657032026067,53.861221794953195,77.71056764650422,0.7385259873034395
55.79271002751747,48.50331655813028,-79.51737351623805,0.8608381363661185
41.33948744993231,5.2295393942319635,55.35849126126294,2.521332267007632
98.58022527611331,69.6235237524509,-33.204213713918634,1.139831158542589
-6.492383592077886,-13.650358119331557,-5.349749752047387,-1.7247068112748176
52.528178616909344,-18.15916616549012,-7.133774760111322,0.10190604924272899
-54.51087501689707,66.40223664293254,53.777357601792886,-1.7551152135368577
-87.99807236917255,27.342465224946878,84.64604436110352,-1.5175715334827466
53.81232626982404,-38.10567764007562,13.32438752261173,-0.7435201017263937
-35.199054045454716,23.660157061147785,-29.88226919646057,0.5072711232820455
-7.949930482382513,-59.2987415745734,-11.216193903374716,-0.7469285136300491
-72.59974162825827,-39.31084514974683,83.48575559831008,-1.231968117995606
65.62243682351226,61.18074436643985,-33.984992030219956,-0.7811910846565274
16.509641887442243,21.23451162237191,-15.24396306720584,0.8669891965195768
-78.8569504987997,89.70875909188135,-62.14739024550939,0.44237649842012783
-56.227810396793146,-23.805399767048314,23.86960575051586,0.9797530573424904
-39.90580488845592,85.0836127710505,-87.34171027775524,8.013036971002595
57.99977722848874,-40.74412713480569,-42.69191947129003,0.7170821044422274
8.125246013107045,-1.9568109370095073,-8.354743722155106,-0.8161755007745508
78.33900371081,-3.3277755715681394,-2.9626472326179396,-0.3168311831278126
13.79329703468963,-31.35650304137974,-10.750889205403965,0.9878865167892039
23.487033648185474,-63.65999567507976,-56.2636572094122,-0.4148254072202131
99.70859308882552,12.71851850644184,-5.782456467120383,0.46972832148470833
-5.857547434536926,42.50643715022284,75.18765678521154,-0.4510379714842285
-2.5728363802558505,33.97314623682263,31.894051376225292,0.3939953259783112
-53.44819867494748,-87.1466877516634,-51.4942318519448,-0.7465544593070511
-96.0961905925023,-18.123003602397247,-41.63760156719618,0.1583149636968925
-62.67685003618657,98.36593827219738,38.811972071590105,0.9860829629288324
81.44961076115575,-20.67247004284529,40.11769391035688,0.641760721920324
87.65191475075002,-91.46677386625083,6.778712989319089,0.16495239797010328
98.10233935215061,10.848454547087044,-93.58780739461704,0.4930521147850101
59.95691493647249,-34.39909091419693,55.75991989863613,0.896787138635332
12.378153392740572,72.41001960900672,36.90166442910032,0.9600996899719215
-55.133700474410155,-79.3146204872487,-3.2566595653316313,-0.30092660291814993
66.58048117851061,51.28813057634849,-74.06683585536595,0.5305980473723901
93.88504229593497,52.843900255051324,6.479694610432205,-1.3519999415532726
-29.702894636011322,25.48961736489359,-59.54357777995831,-0.33822117469815566
56.42121501154688,10.547628142178112,2.9906097258137976,1.5744419874361897
11.578671410232303,49.22382186218309,64.42405294047643,-0.2393936947476879
73.88987205230785,93.11617215045831,0.12866116272914496,1.0680404155451586
43.19101118628683,-69.09310789021185,-23.654540355461066,1.163095897917987
76.4223796907628,11.15882075334899,-9.3153127264696,1.5219563708020738
-1.4781820013181033,-92.71197391270138,65.20419339161208,0.21650384489284677
5.686846769987966,91.71921079809223,32.60769742887692,1.0818234288526796
77.17522535250686,60.46995301119523,-72.76750776433218,0.3621714480429672
88.21936059036125,71.2355961961419,-29.23583295350278,1.065263687053737
51.485275709970665,-8.553786859947849,94.42559915073181,-0.4732297893717668
92.60459905807605,-56.953815884001216,7.825623729935117,-7.9958847863283475
36.96067421647845,-75.11546213750682,-65.77567950670004,-0.5646862825283863
94.65531912778914,51.49464052926339,89.81888488608146,0.8710708642201651
-95.88762412584646,-38.744308182915546,99.30343701315425,0.9890807845001037
-98.93481165261488,61.04520380572956,-71.92469435609424,0.40492748211620455
99.47649859347703,-88.96707352788718,21.281419738559904,-0.1351973439802009
-4.247541396600369,-52.33335030156714,-57.48744526198446,-0.5251319895825607
-17.830342292580184,-43.89578753643924,-86.42511730344833,-0.7409353304761609
-11.223340533080446,-78.91692517307034,26.59070998994008,4.089764748041726
-83.42839226295706,18.436390481391825,79.23232150538672,-0.30014508574828574
-85.50086023112684,85.4374000845192,-54.11030871204605,0.8981810776136239
60.27939110575903,-60.09971401745828,-94.75203757285733,1.0083836990305097
-66.26897612354045,24.297342276357796,45.11056367794154,-0.5049864932624919
-28.1924604658182,-69.02835955245581,85.55411184511013,0.26070487984688917
-82.75105175953072,28.4372221906072,-27.859196896874067,-1.2961040392230512
-9.455997478605767,-78.1778626916438,-33.58753640200635,1.1065523285177237
67.12151046174395,-53.749761351648395,26.12378802998296,-0.30225607967863705
-90.0659513787859,56.64624862084443,41.169291037073435,0.335003064504138
-84.60054966903516,-86.79189163402049,-21.2948168586949,-0.4701390681761969
-97.79425177663263,-47.236018837889304,-49.79911064562535,0.7022449767970427
-32.31563192209393,60.89307693414938,15.970212834815541,0.42781030056941055
-56.01960102186641,79.26232046143721,68.04237338147226,0.9747364189460745
74.96742675025664,-61.54633517404542,-81.14980877988114,2.9279181005373625
77.2043439673476,24.484178326502388,33.398996889841754,1.8669879477591877
-60.13834310709445,29.6624196494939,-23.837879165311108,1.1355332902382378
-26.50390022318858,-54.74993485980899,42.596680783357954,-0.9385240107329331
-8.77206417767809,36.39679516514954,11.246044036185808,0.8296087526419078
-29.357274040365283,-98.0827888523349,-71.5785583655051,-0.6110929739736857
57.325201506772174,-99.09343216422886,47.25008540866648,0.19297795282986943
98.5785057976509,-12.06888801103932,-74.40322425651027,1.0661594349486727
-81.29796375996219,-97.56442693819103,36.8971430247916,1.149658367402813
-2.4068969129325666,-46.21621832995011,67.06943884760278,0.912303378131863
24.584785054755926,-39.07128833603124,-85.90337604587535,0.23555214940657074
46.82543244061338,-51.161712569933556,-65.43603788327155,-0.48239442693617574
-7.856369886139831,98.96065048639281,97.79076074557682,4.0868161968541346
43.215331279960765,-28.320610414476107,-19.784869542196432,0.6498781915079487
-97.42481908981422,59.84411314754817,-68.9214916368004,0.8882049480992656
74.0494602009384,-56.56637437106375,82.89306071670072,2.0406860054184692
-17.907720446185763,3.005013168108775,11.804845219501289,5.529310045344815
20.280135136854938,94.45202539210021,-82.61896070311522,-0.52990421737017
61.73561728482392,31.991932245227957,-16.217412410910214,1.5340726248423695
61.54523721317514,81.97307523849688,96.8778865305035,0.9231477796776145
20.43111455186508,-50.58099248335115,-35.198082837997504,0.5022610737542329
-38.95582779888562,-54.32790867520241,-95.14283279572176,-1.5876294794266386
10.251619239235524,29.361828858167883,-64.45669272376767,1.0211970724967978
-76.98055573021657,-13.352349732674924,57.65990692709511,1.0832332666307118
-28.498139268983252,12.519698501049774,-76.72933368418336,1.0241928577380268
16.826155166451656,-13.30731815269337,76.67752675880084,-2.071519388881574
-7.567240228192418,-91.06085687764389,-29.567196378446553,0.8042348535759023
-4.625947289228776,-72.55181742820776,-30.70053742119343,-0.04019464040789482
-99.48020151743509,25.026593448073825,-69.2258726087417,1.3864448768154078
-36.62940113758359,57.45470479073697,15.895424393548339,-0.7316389175323186
79.61264068955188,4.324202732052939,-34.7338209567491,0.6558159326539794
21.220845855217732,54.326547556556534,95.79077901264935,0.40016193239894815
99.32348353078493,81.04899135243465,-0.8904820916497727,1.2195548668500713
17.747415367425006,-38.18794590290631,-72.51876715187467,0.9925960638026834
-31.24307170753775,-33.333859736411256,-68.51878918393254,1.275057854012059
-91.48308178658921,-74.05587195405334,-88.45369715391259,-0.037263696809193815
71.23870895403957,-90.6402209817446,-99.05849932366992,49.95119066016805
-19.297189385736772,-55.06572303387001,-43.52113513568106,0.9268571160704341
55.42249627550322,-7.364115392209129,-94.42346957730561,0.9480222984222513
-12.322820732724821,50.82274817488474,-70.76438289011682,0.9284480849266407
30.507393655854656,-69.23504200083656,32.02875700531288,0.9238784447895179
-66.1783351652993,-42.29147017511372,68.38879825148928,0.8637899943707282
-39.492607940805755,17.51317261289151,3.360438461012464,0.23175883257542162
-9.707873915897252,-70.89529045617763,94.36100039486354,0.29136985738932886
-55.81053902186879,1.7118287111374144,-66.51771745110695,1.2849121013806315
81.93142531360772,-78.57479932157841,-48.47338298608903,0.4040938827897135
-85.63336969120014,91.53766825568556,9.721161006473423,1.0653499443300296
-9.865763959289708,-51.63833294589442,-90.82612609567934,0.9558419441806963
99.18553729800342,-1.2021598220277099,-67.30449954838159,0.8295366204910493
-81.51273263245851,83.48520585987762,75.37148172249601,0.9577909635966481
93.56063964906136,51.24900008534473,-45.4801375276124,13.455238814207613
-37.33303615225425,57.19673438650369,-32.844840871576835,2.719633492868244
-47.12659512373991,-87.54534745913551,-84.52261698953663,0.7596628549316928
-35.74733700571946,-1.7086499682460925,-62.78449130011716,-3.747081776622712
43.64292304033356,38.18366117404011,28.891296744023805,1.5838042443311477
67.09839705890118,-9.464284472804692,85.60875419044544,1.8067502631607448
-89.80771749428051,-14.318957451669363,-83.99645113059442,1.051784200362629
-69.0703778189581,-68.93587078307995,-21.83648340835869,1.4675227571608376
-82.6203051810201,69.48951413861676,-22.96167937215739,1.917867261528966
8.05857594958104,20.702882740484768,27.422485442061003,0.8377479277842713
-10.659307879226176,-75.05313122866787,-40.56506462296912,1.02619120216428
-62.970870176898885,-51.37435222213751,46.308311742789215,0.4993975941015387
27.249122420614682,-21.524847102921484,65.06799452920524,0.025150880119586504
-44.768120321544245,16.99057010302394,-53.1685469669621,0.6920740217631586
59.43095810373765,80.24329518405742,55.867274095301696,0.3561548074755468
-37.8705765342102,-48.41642997316677,2.104266089178111,0.7841965677362458
-27.578001250574104,53.92003223209116,37.82158744663886,1.0192978144463163
67.50757328930231,-73.83002885932743,-37.1246020523847,0.35093458313330306
20.961341765734517,80.34632651696643,75.73567234410109,0.37838388006360535
-79.68971076314338,18.603566435514523,-21.879582674697403,0.9588646027499126
